instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,Time
12847,2012-06-24,fall,2012,June,11:00:00,0,Sunday,0,1,27.489795918367342,28.998799999999996,40.0,0.1343,215,291,506,Day
12848,2012-06-24,fall,2012,June,12:00:00,0,Sunday,0,1,29.408163265306122,30.001999999999995,33.0,0.2239,227,329,556,Day
12849,2012-06-24,fall,2012,June,13:00:00,0,Sunday,0,1,29.408163265306122,30.001999999999995,33.0,0.2836,237,348,585,Day
12850,2012-06-24,fall,2012,June,14:00:00,0,Sunday,0,1,31.326530612244895,32.001799999999996,30.0,0.2985,253,298,551,Day
12851,2012-06-24,fall,2012,June,15:00:00,0,Sunday,0,1,32.285714285714285,32.9984,28.000000000000004,0.2239,197,290,487,Day
12852,2012-06-24,fall,2012,June,16:00:00,0,Sunday,0,1,31.326530612244895,32.001799999999996,30.0,0.2537,181,280,461,Afternoon
12853,2012-06-24,fall,2012,June,17:00:00,0,Sunday,0,1,31.326530612244895,32.001799999999996,32.0,0.2537,203,329,532,Afternoon
12854,2012-06-24,fall,2012,June,18:00:00,0,Sunday,0,1,30.367346938775505,32.001799999999996,34.0,0.2537,186,348,534,Afternoon
12855,2012-06-24,fall,2012,June,19:00:00,0,Sunday,0,1,29.408163265306122,30.998599999999996,38.0,0.2985,176,247,423,Evening
12856,2012-06-24,fall,2012,June,20:00:00,0,Sunday,0,1,28.448979591836732,30.001999999999995,46.0,0.2537,108,224,332,Evening
12857,2012-06-24,fall,2012,June,21:00:00,0,Sunday,0,1,27.489795918367342,30.001999999999995,55.00000000000001,0.2239,76,177,253,Evening
12858,2012-06-24,fall,2012,June,22:00:00,0,Sunday,0,1,26.53061224489796,28.998799999999996,55.00000000000001,0.1045,53,125,178,Evening
12859,2012-06-24,fall,2012,June,23:00:00,0,Sunday,0,1,26.53061224489796,28.998799999999996,57.99999999999999,0.1045,20,67,87,Evening
12860,2012-06-25,fall,2012,June,00:00:00,0,Monday,1,1,25.57142857142857,28.998799999999996,62.0,0.2537,31,37,68,Evening
12861,2012-06-25,fall,2012,June,01:00:00,0,Monday,1,1,24.612244897959187,26.998999999999995,65.0,0.2239,11,20,31,Evening
12862,2012-06-25,fall,2012,June,02:00:00,0,Monday,1,1,24.612244897959187,26.998999999999995,70.0,0.2239,4,10,14,Evening
12863,2012-06-25,fall,2012,June,03:00:00,0,Monday,1,1,23.6530612244898,26.002399999999994,69.0,0.2537,1,4,5,Morning
12864,2012-06-25,fall,2012,June,04:00:00,0,Monday,1,1,22.69387755102041,24.0026,78.0,0.2537,0,4,4,Morning
12865,2012-06-25,fall,2012,June,05:00:00,0,Monday,1,1,22.69387755102041,24.999200000000002,74.0,0.1642,1,42,43,Morning
12866,2012-06-25,fall,2012,June,06:00:00,0,Monday,1,1,21.734693877551024,22.9994,78.0,0.1642,11,147,158,Morning
12867,2012-06-25,fall,2012,June,07:00:00,0,Monday,1,1,22.69387755102041,24.999200000000002,74.0,0.2239,30,455,485,Morning
12868,2012-06-25,fall,2012,June,08:00:00,0,Monday,1,1,22.69387755102041,24.999200000000002,69.0,0.194,53,555,608,Morning
12869,2012-06-25,fall,2012,June,09:00:00,0,Monday,1,1,24.612244897959187,26.998999999999995,65.0,0.194,37,231,268,Morning
12870,2012-06-25,fall,2012,June,10:00:00,0,Monday,1,1,27.489795918367342,30.001999999999995,55.00000000000001,0.1642,58,126,184,Morning
12871,2012-06-25,fall,2012,June,11:00:00,0,Monday,1,1,29.408163265306122,32.001799999999996,43.0,0.3284,54,127,181,Day
12872,2012-06-25,fall,2012,June,12:00:00,0,Monday,1,2,27.489795918367342,28.998799999999996,45.0,0.2985,74,196,270,Day
12873,2012-06-25,fall,2012,June,13:00:00,0,Monday,1,1,25.57142857142857,28.002199999999995,51.0,0.2985,79,181,260,Day
12874,2012-06-25,fall,2012,June,14:00:00,0,Monday,1,1,28.448979591836732,30.001999999999995,43.0,0.2537,90,161,251,Day
12875,2012-06-25,fall,2012,June,15:00:00,0,Monday,1,1,28.448979591836732,28.998799999999996,38.0,0.4627,65,168,233,Day
12876,2012-06-25,fall,2012,June,16:00:00,0,Monday,1,1,29.408163265306122,30.001999999999995,31.0,0.3881,104,310,414,Afternoon
12877,2012-06-25,fall,2012,June,17:00:00,0,Monday,1,1,29.408163265306122,28.998799999999996,24.0,0.4627,76,757,833,Afternoon
12878,2012-06-25,fall,2012,June,18:00:00,0,Monday,1,1,27.489795918367342,28.002199999999995,27.0,0.4478,100,691,791,Afternoon
12879,2012-06-25,fall,2012,June,19:00:00,0,Monday,1,1,26.53061224489796,26.998999999999995,27.0,0.4627,74,508,582,Evening
12880,2012-06-25,fall,2012,June,20:00:00,0,Monday,1,1,25.57142857142857,26.998999999999995,30.0,0.4478,100,375,475,Evening
12881,2012-06-25,fall,2012,June,21:00:00,0,Monday,1,1,23.6530612244898,24.999200000000002,30.0,0.3284,50,281,331,Evening
12882,2012-06-25,fall,2012,June,22:00:00,0,Monday,1,1,22.69387755102041,24.999200000000002,28.999999999999996,0.3881,21,166,187,Evening
12883,2012-06-25,fall,2012,June,23:00:00,0,Monday,1,1,21.734693877551024,24.999200000000002,33.0,0.3284,15,88,103,Evening
12884,2012-06-26,fall,2012,June,00:00:00,0,Tuesday,1,1,20.775510204081634,24.999200000000002,33.0,0.3284,8,29,37,Evening
12885,2012-06-26,fall,2012,June,01:00:00,0,Tuesday,1,1,19.816326530612244,24.999200000000002,35.0,0.3881,11,19,30,Evening
12886,2012-06-26,fall,2012,June,02:00:00,0,Tuesday,1,1,17.89795918367347,18.9998,43.0,0.2836,2,7,9,Evening
12887,2012-06-26,fall,2012,June,03:00:00,0,Tuesday,1,1,16.938775510204085,18.0032,45.0,0.2836,2,7,9,Morning
12888,2012-06-26,fall,2012,June,04:00:00,0,Tuesday,1,1,16.938775510204085,18.0032,45.0,0.2985,1,9,10,Morning
12889,2012-06-26,fall,2012,June,05:00:00,0,Tuesday,1,1,15.979591836734695,17.0,48.0,0.3881,3,36,39,Morning
12890,2012-06-26,fall,2012,June,06:00:00,0,Tuesday,1,1,15.979591836734695,17.0,52.0,0.2985,12,176,188,Morning
12891,2012-06-26,fall,2012,June,07:00:00,0,Tuesday,1,1,15.979591836734695,17.0,52.0,0.3582,21,531,552,Morning
12892,2012-06-26,fall,2012,June,08:00:00,0,Tuesday,1,1,17.89795918367347,18.9998,49.0,0.3284,34,622,656,Morning
12893,2012-06-26,fall,2012,June,09:00:00,0,Tuesday,1,1,18.857142857142854,20.003,46.0,0.4179,30,298,328,Morning
12894,2012-06-26,fall,2012,June,10:00:00,0,Tuesday,1,1,20.775510204081634,24.999200000000002,41.0,0.3582,37,153,190,Morning
12895,2012-06-26,fall,2012,June,11:00:00,0,Tuesday,1,1,21.734693877551024,24.999200000000002,36.0,0.4179,46,189,235,Day
12896,2012-06-26,fall,2012,June,12:00:00,0,Tuesday,1,1,22.69387755102041,24.999200000000002,34.0,0.4478,80,228,308,Day
12897,2012-06-26,fall,2012,June,13:00:00,0,Tuesday,1,1,24.612244897959187,26.002399999999994,30.0,0.4627,74,232,306,Day
12898,2012-06-26,fall,2012,June,14:00:00,0,Tuesday,1,1,24.612244897959187,26.002399999999994,30.0,0.4627,81,186,267,Day
12899,2012-06-26,fall,2012,June,15:00:00,0,Tuesday,1,1,25.57142857142857,26.998999999999995,28.000000000000004,0.4627,88,229,317,Day
12900,2012-06-26,fall,2012,June,16:00:00,0,Tuesday,1,1,25.57142857142857,26.002399999999994,26.0,0.4925,67,349,416,Afternoon
12901,2012-06-26,fall,2012,June,17:00:00,0,Tuesday,1,1,25.57142857142857,26.998999999999995,28.000000000000004,0.4179,104,796,900,Afternoon
12902,2012-06-26,fall,2012,June,18:00:00,0,Tuesday,1,1,25.57142857142857,26.998999999999995,28.000000000000004,0.3582,105,719,824,Afternoon
12903,2012-06-26,fall,2012,June,19:00:00,0,Tuesday,1,1,25.57142857142857,26.998999999999995,28.000000000000004,0.2239,83,529,612,Evening
12904,2012-06-26,fall,2012,June,20:00:00,0,Tuesday,1,1,24.612244897959187,26.002399999999994,30.0,0.2836,88,417,505,Evening
12905,2012-06-26,fall,2012,June,21:00:00,0,Tuesday,1,1,23.6530612244898,26.002399999999994,34.0,0.194,61,267,328,Evening
12906,2012-06-26,fall,2012,June,22:00:00,0,Tuesday,1,1,22.69387755102041,24.999200000000002,34.0,0.2537,26,219,245,Evening
12907,2012-06-26,fall,2012,June,23:00:00,0,Tuesday,1,1,20.775510204081634,24.999200000000002,41.0,0.1343,13,118,131,Evening
12908,2012-06-27,fall,2012,June,00:00:00,0,Wednesday,1,1,20.775510204081634,24.999200000000002,41.0,0.194,15,39,54,Evening
12909,2012-06-27,fall,2012,June,01:00:00,0,Wednesday,1,1,19.816326530612244,24.999200000000002,43.0,0.1642,5,18,23,Evening
12910,2012-06-27,fall,2012,June,02:00:00,0,Wednesday,1,1,17.89795918367347,18.9998,49.0,0.1343,2,12,14,Evening
12911,2012-06-27,fall,2012,June,03:00:00,0,Wednesday,1,1,18.857142857142854,20.003,46.0,0.0896,1,7,8,Morning
12912,2012-06-27,fall,2012,June,04:00:00,0,Wednesday,1,1,19.816326530612244,24.999200000000002,40.0,0.2537,0,11,11,Morning
12913,2012-06-27,fall,2012,June,05:00:00,0,Wednesday,1,1,19.816326530612244,24.999200000000002,43.0,0.2836,2,34,36,Morning
12914,2012-06-27,fall,2012,June,06:00:00,0,Wednesday,1,1,18.857142857142854,20.003,46.0,0.2836,7,193,200,Morning
12915,2012-06-27,fall,2012,June,07:00:00,0,Wednesday,1,1,19.816326530612244,24.999200000000002,43.0,0.3582,29,498,527,Morning
12916,2012-06-27,fall,2012,June,08:00:00,0,Wednesday,1,1,20.775510204081634,24.999200000000002,43.0,0.3284,49,638,687,Morning
12917,2012-06-27,fall,2012,June,09:00:00,0,Wednesday,1,1,22.69387755102041,24.999200000000002,41.0,0.3582,29,253,282,Morning
12918,2012-06-27,fall,2012,June,10:00:00,0,Wednesday,1,1,24.612244897959187,26.002399999999994,37.0,0.2537,34,138,172,Morning
12919,2012-06-27,fall,2012,June,11:00:00,0,Wednesday,1,1,26.53061224489796,26.998999999999995,30.0,0.3284,64,145,209,Day
12920,2012-06-27,fall,2012,June,12:00:00,0,Wednesday,1,1,27.489795918367342,28.002199999999995,28.999999999999996,0.2985,77,245,322,Day
12921,2012-06-27,fall,2012,June,13:00:00,0,Wednesday,1,1,29.408163265306122,30.001999999999995,27.0,0.3284,77,244,321,Day
12922,2012-06-27,fall,2012,June,14:00:00,0,Wednesday,1,1,29.408163265306122,28.998799999999996,24.0,0.3582,78,192,270,Day
12923,2012-06-27,fall,2012,June,15:00:00,0,Wednesday,1,1,29.408163265306122,30.001999999999995,26.0,0.4627,61,188,249,Day
12924,2012-06-27,fall,2012,June,16:00:00,0,Wednesday,1,1,30.367346938775505,30.001999999999995,24.0,0.4478,55,337,392,Afternoon
12925,2012-06-27,fall,2012,June,17:00:00,0,Wednesday,1,1,30.367346938775505,30.001999999999995,24.0,0.3881,113,730,843,Afternoon
12926,2012-06-27,fall,2012,June,18:00:00,0,Wednesday,1,1,29.408163265306122,30.001999999999995,27.0,0.3284,85,719,804,Afternoon
12927,2012-06-27,fall,2012,June,19:00:00,0,Wednesday,1,1,28.448979591836732,28.998799999999996,28.999999999999996,0.3284,101,542,643,Evening
12928,2012-06-27,fall,2012,June,20:00:00,0,Wednesday,1,1,27.489795918367342,28.002199999999995,31.0,0.194,76,369,445,Evening
12929,2012-06-27,fall,2012,June,21:00:00,0,Wednesday,1,1,26.53061224489796,26.998999999999995,35.0,0.1343,54,313,367,Evening
12930,2012-06-27,fall,2012,June,22:00:00,0,Wednesday,1,1,25.57142857142857,26.998999999999995,39.0,0.0896,52,245,297,Evening
12931,2012-06-27,fall,2012,June,23:00:00,0,Wednesday,1,1,23.6530612244898,26.002399999999994,47.0,0.1343,11,148,159,Evening
12932,2012-06-28,fall,2012,June,00:00:00,0,Thursday,1,1,22.69387755102041,24.999200000000002,50.0,0.1045,2,52,54,Evening
12933,2012-06-28,fall,2012,June,01:00:00,0,Thursday,1,1,22.69387755102041,24.999200000000002,54.0,0.0,11,14,25,Evening
12934,2012-06-28,fall,2012,June,02:00:00,0,Thursday,1,1,22.69387755102041,24.999200000000002,50.0,0.0896,1,12,13,Evening
12935,2012-06-28,fall,2012,June,03:00:00,0,Thursday,1,1,22.69387755102041,24.999200000000002,50.0,0.0896,1,6,7,Morning
12936,2012-06-28,fall,2012,June,04:00:00,0,Thursday,1,1,20.775510204081634,24.0026,61.0,0.1045,0,11,11,Morning
12937,2012-06-28,fall,2012,June,05:00:00,0,Thursday,1,1,20.775510204081634,24.999200000000002,56.99999999999999,0.0896,8,39,47,Morning
12938,2012-06-28,fall,2012,June,06:00:00,0,Thursday,1,1,20.775510204081634,24.999200000000002,56.99999999999999,0.0896,8,185,193,Morning
12939,2012-06-28,fall,2012,June,07:00:00,0,Thursday,1,1,20.775510204081634,24.0026,61.0,0.1045,24,484,508,Morning
12940,2012-06-28,fall,2012,June,08:00:00,0,Thursday,1,1,22.69387755102041,24.999200000000002,50.0,0.1343,40,577,617,Morning
12941,2012-06-28,fall,2012,June,09:00:00,0,Thursday,1,1,24.612244897959187,26.998999999999995,54.0,0.1642,33,318,351,Morning
12942,2012-06-28,fall,2012,June,10:00:00,0,Thursday,1,1,26.53061224489796,28.002199999999995,48.0,0.194,40,144,184,Morning
12943,2012-06-28,fall,2012,June,11:00:00,0,Thursday,1,1,29.408163265306122,30.001999999999995,31.0,0.194,41,170,211,Day
12944,2012-06-28,fall,2012,June,12:00:00,0,Thursday,1,1,31.326530612244895,30.998599999999996,26.0,0.2836,49,227,276,Day
12945,2012-06-28,fall,2012,June,13:00:00,0,Thursday,1,1,32.285714285714285,32.9984,26.0,0.2239,31,205,236,Day
12946,2012-06-28,fall,2012,June,14:00:00,0,Thursday,1,1,32.285714285714285,32.001799999999996,25.0,0.3284,66,188,254,Day
12947,2012-06-28,fall,2012,June,15:00:00,0,Thursday,1,1,32.285714285714285,32.001799999999996,25.0,0.3284,24,195,219,Day
12948,2012-06-28,fall,2012,June,16:00:00,0,Thursday,1,1,33.244897959183675,32.9984,23.0,0.194,56,331,387,Afternoon
12949,2012-06-28,fall,2012,June,17:00:00,0,Thursday,1,1,33.244897959183675,32.9984,22.0,0.194,71,634,705,Afternoon
12950,2012-06-28,fall,2012,June,18:00:00,0,Thursday,1,1,32.285714285714285,32.001799999999996,25.0,0.2239,100,597,697,Afternoon
12951,2012-06-28,fall,2012,June,19:00:00,0,Thursday,1,1,31.326530612244895,32.001799999999996,30.0,0.2985,79,492,571,Evening
12952,2012-06-28,fall,2012,June,20:00:00,0,Thursday,1,1,30.367346938775505,32.001799999999996,34.0,0.194,71,399,470,Evening
12953,2012-06-28,fall,2012,June,21:00:00,0,Thursday,1,1,27.489795918367342,30.001999999999995,55.00000000000001,0.194,89,309,398,Evening
12954,2012-06-28,fall,2012,June,22:00:00,0,Thursday,1,1,27.489795918367342,30.001999999999995,52.0,0.1642,50,224,274,Evening
12955,2012-06-28,fall,2012,June,23:00:00,0,Thursday,1,1,26.53061224489796,28.002199999999995,48.0,0.1343,26,145,171,Evening
12956,2012-06-29,fall,2012,June,00:00:00,0,Friday,1,1,26.53061224489796,28.002199999999995,48.0,0.1343,24,90,114,Evening
12957,2012-06-29,fall,2012,June,01:00:00,0,Friday,1,1,26.53061224489796,28.002199999999995,51.0,0.1642,9,33,42,Evening
12958,2012-06-29,fall,2012,June,02:00:00,0,Friday,1,1,25.57142857142857,28.002199999999995,57.99999999999999,0.194,3,15,18,Evening
12959,2012-06-29,fall,2012,June,03:00:00,0,Friday,1,1,25.57142857142857,28.002199999999995,57.99999999999999,0.194,3,5,8,Morning
12960,2012-06-29,fall,2012,June,04:00:00,0,Friday,1,1,24.612244897959187,26.998999999999995,65.0,0.1642,1,9,10,Morning
12961,2012-06-29,fall,2012,June,05:00:00,0,Friday,1,1,24.612244897959187,26.998999999999995,61.0,0.1045,6,39,45,Morning
12962,2012-06-29,fall,2012,June,06:00:00,0,Friday,1,2,24.612244897959187,26.998999999999995,61.0,0.1642,15,148,163,Morning
12963,2012-06-29,fall,2012,June,07:00:00,0,Friday,1,1,24.612244897959187,26.998999999999995,61.0,0.1045,19,361,380,Morning
12964,2012-06-29,fall,2012,June,08:00:00,0,Friday,1,2,26.53061224489796,28.998799999999996,55.00000000000001,0.1045,48,576,624,Morning
12965,2012-06-29,fall,2012,June,09:00:00,0,Friday,1,1,27.489795918367342,30.001999999999995,55.00000000000001,0.1642,39,261,300,Morning
12966,2012-06-29,fall,2012,June,10:00:00,0,Friday,1,1,34.204081632653065,38.997800000000005,39.0,0.2985,32,139,171,Morning
12967,2012-06-29,fall,2012,June,11:00:00,0,Friday,1,2,34.204081632653065,40.001000000000005,42.0,0.2836,51,137,188,Day
12968,2012-06-29,fall,2012,June,12:00:00,0,Friday,1,2,35.16326530612245,42.0008,40.0,0.2537,53,173,226,Day
12969,2012-06-29,fall,2012,June,13:00:00,0,Friday,1,1,36.12244897959183,42.0008,38.0,0.194,45,194,239,Day
12970,2012-06-29,fall,2012,June,14:00:00,0,Friday,1,1,37.08163265306122,44.0006,36.0,0.2239,49,184,233,Day
12971,2012-06-29,fall,2012,June,15:00:00,0,Friday,1,1,37.08163265306122,44.0006,36.0,0.0,47,183,230,Day
12972,2012-06-29,fall,2012,June,16:00:00,0,Friday,1,1,37.08163265306122,44.0006,36.0,0.0,59,292,351,Afternoon
12973,2012-06-29,fall,2012,June,17:00:00,0,Friday,1,1,38.04081632653061,44.9972,34.0,0.194,82,457,539,Afternoon
12974,2012-06-29,fall,2012,June,18:00:00,0,Friday,1,1,37.08163265306122,40.997600000000006,31.0,0.0,50,414,464,Afternoon
12975,2012-06-29,fall,2012,June,19:00:00,0,Friday,1,1,34.204081632653065,42.0008,47.0,0.194,60,303,363,Evening
12976,2012-06-29,fall,2012,June,20:00:00,0,Friday,1,1,35.16326530612245,42.9974,42.0,0.2537,53,255,308,Evening
12977,2012-06-29,fall,2012,June,21:00:00,0,Friday,1,2,32.285714285714285,38.997800000000005,53.0,0.194,41,195,236,Evening
12978,2012-06-29,fall,2012,June,22:00:00,0,Friday,1,3,30.367346938775505,38.997800000000005,63.0,0.194,34,129,163,Evening
12979,2012-06-29,fall,2012,June,23:00:00,0,Friday,1,3,30.367346938775505,38.997800000000005,63.0,0.194,6,42,48,Evening
12980,2012-06-30,fall,2012,June,00:00:00,0,Saturday,0,3,21.734693877551024,22.0028,89.0,0.1642,4,65,69,Evening
12981,2012-06-30,fall,2012,June,01:00:00,0,Saturday,0,3,21.734693877551024,22.0028,89.0,0.2239,3,55,58,Evening
12982,2012-06-30,fall,2012,June,02:00:00,0,Saturday,0,2,21.734693877551024,22.0028,89.0,0.0,7,54,61,Evening
12983,2012-06-30,fall,2012,June,03:00:00,0,Saturday,0,2,21.734693877551024,22.0028,89.0,0.0,3,20,23,Morning
12984,2012-06-30,fall,2012,June,04:00:00,0,Saturday,0,2,20.775510204081634,20.003,94.0,0.0,3,15,18,Morning
12985,2012-06-30,fall,2012,June,05:00:00,0,Saturday,0,1,21.734693877551024,22.0028,89.0,0.1642,3,7,10,Morning
12986,2012-06-30,fall,2012,June,06:00:00,0,Saturday,0,1,21.734693877551024,22.0028,89.0,0.1642,6,36,42,Morning
12987,2012-06-30,fall,2012,June,07:00:00,0,Saturday,0,1,21.734693877551024,22.0028,89.0,0.1642,10,82,92,Morning
12988,2012-06-30,fall,2012,June,08:00:00,0,Saturday,0,1,21.734693877551024,22.0028,89.0,0.1642,26,168,194,Morning
12989,2012-06-30,fall,2012,June,09:00:00,0,Saturday,0,1,21.734693877551024,22.0028,89.0,0.1642,41,234,275,Morning
12990,2012-06-30,fall,2012,June,10:00:00,0,Saturday,0,1,33.244897959183675,34.998200000000004,30.0,0.2537,96,308,404,Morning
12991,2012-06-30,fall,2012,June,11:00:00,0,Saturday,0,1,33.244897959183675,34.998200000000004,30.0,0.2537,102,350,452,Day
12992,2012-06-30,fall,2012,June,12:00:00,0,Saturday,0,1,33.244897959183675,34.998200000000004,30.0,0.2537,143,328,471,Day
12993,2012-06-30,fall,2012,June,13:00:00,0,Saturday,0,1,33.244897959183675,34.998200000000004,30.0,0.2537,105,323,428,Day
12994,2012-06-30,fall,2012,June,14:00:00,0,Saturday,0,1,33.244897959183675,34.998200000000004,30.0,0.2537,114,295,409,Day
12995,2012-06-30,fall,2012,June,15:00:00,0,Saturday,0,1,33.244897959183675,34.998200000000004,30.0,0.2537,117,287,404,Day
12996,2012-06-30,fall,2012,June,16:00:00,0,Saturday,0,1,34.204081632653065,36.001400000000004,28.999999999999996,0.1642,109,264,373,Afternoon
12997,2012-06-30,fall,2012,June,17:00:00,0,Saturday,0,1,33.244897959183675,34.998200000000004,32.0,0.1343,131,231,362,Afternoon
12998,2012-06-30,fall,2012,June,18:00:00,0,Saturday,0,1,33.244897959183675,36.001400000000004,35.0,0.0,91,248,339,Afternoon
12999,2012-06-30,fall,2012,June,19:00:00,0,Saturday,0,1,31.326530612244895,34.0016,44.0,0.2537,134,240,374,Evening
13000,2012-06-30,fall,2012,June,20:00:00,0,Saturday,0,1,30.367346938775505,34.998200000000004,52.0,0.1642,88,204,292,Evening
13001,2012-06-30,fall,2012,June,21:00:00,0,Saturday,0,1,30.367346938775505,34.998200000000004,52.0,0.1642,48,165,213,Evening
13002,2012-06-30,fall,2012,June,22:00:00,0,Saturday,0,1,28.448979591836732,32.9984,62.0,0.1642,38,134,172,Evening
13003,2012-06-30,fall,2012,June,23:00:00,0,Saturday,0,1,28.448979591836732,32.9984,62.0,0.0896,33,119,152,Evening
13004,2012-07-01,fall,2012,July,00:00:00,0,Sunday,0,1,27.489795918367342,32.001799999999996,66.0,0.0,27,122,149,Evening
13005,2012-07-01,fall,2012,July,01:00:00,0,Sunday,0,1,26.53061224489796,30.001999999999995,70.0,0.1343,12,81,93,Evening
13006,2012-07-01,fall,2012,July,02:00:00,0,Sunday,0,1,25.57142857142857,30.001999999999995,74.0,0.0896,21,69,90,Evening
13007,2012-07-01,fall,2012,July,03:00:00,0,Sunday,0,1,25.57142857142857,30.998599999999996,84.0,0.1343,6,27,33,Morning
13008,2012-07-01,fall,2012,July,04:00:00,0,Sunday,0,1,24.612244897959187,28.002199999999995,79.0,0.194,0,4,4,Morning
13009,2012-07-01,fall,2012,July,05:00:00,0,Sunday,0,1,23.6530612244898,26.002399999999994,79.0,0.1045,3,7,10,Morning
13010,2012-07-01,fall,2012,July,06:00:00,0,Sunday,0,1,24.612244897959187,28.002199999999995,79.0,0.0896,8,19,27,Morning
13011,2012-07-01,fall,2012,July,07:00:00,0,Sunday,0,1,26.53061224489796,30.001999999999995,70.0,0.0,13,37,50,Morning
13012,2012-07-01,fall,2012,July,08:00:00,0,Sunday,0,1,28.448979591836732,32.9984,62.0,0.1045,36,106,142,Morning
13013,2012-07-01,fall,2012,July,09:00:00,0,Sunday,0,1,30.367346938775505,36.001400000000004,56.00000000000001,0.0,51,168,219,Morning
13014,2012-07-01,fall,2012,July,10:00:00,0,Sunday,0,1,32.285714285714285,36.001400000000004,44.0,0.2985,98,268,366,Morning
13015,2012-07-01,fall,2012,July,11:00:00,0,Sunday,0,1,33.244897959183675,36.998000000000005,39.0,0.2239,121,256,377,Day
13016,2012-07-01,fall,2012,July,12:00:00,0,Sunday,0,1,34.204081632653065,38.001200000000004,37.0,0.2239,114,319,433,Day
13017,2012-07-01,fall,2012,July,13:00:00,0,Sunday,0,1,35.16326530612245,38.997800000000005,33.0,0.2537,111,309,420,Day
13018,2012-07-01,fall,2012,July,14:00:00,0,Sunday,0,1,35.16326530612245,38.997800000000005,33.0,0.2537,98,346,444,Day
13019,2012-07-01,fall,2012,July,15:00:00,0,Sunday,0,1,34.204081632653065,38.001200000000004,37.0,0.2836,101,244,345,Day
13020,2012-07-01,fall,2012,July,16:00:00,0,Sunday,0,1,35.16326530612245,38.997800000000005,33.0,0.2985,85,228,313,Afternoon
13021,2012-07-01,fall,2012,July,17:00:00,0,Sunday,0,1,35.16326530612245,36.998000000000005,26.0,0.2985,90,323,413,Afternoon
13022,2012-07-01,fall,2012,July,18:00:00,0,Sunday,0,1,33.244897959183675,34.998200000000004,32.0,0.3582,95,275,370,Afternoon
13023,2012-07-01,fall,2012,July,19:00:00,0,Sunday,0,1,31.326530612244895,32.9984,39.0,0.1343,103,279,382,Evening
13024,2012-07-01,fall,2012,July,20:00:00,0,Sunday,0,1,31.326530612244895,32.9984,39.0,0.1343,88,244,332,Evening
13025,2012-07-01,fall,2012,July,21:00:00,0,Sunday,0,1,31.326530612244895,32.9984,39.0,0.1343,77,181,258,Evening
13026,2012-07-01,fall,2012,July,22:00:00,0,Sunday,0,1,30.367346938775505,32.9984,43.0,0.1343,41,110,151,Evening
13027,2012-07-01,fall,2012,July,23:00:00,0,Sunday,0,3,28.448979591836732,30.998599999999996,52.0,0.1642,22,88,110,Evening
13028,2012-07-02,fall,2012,July,00:00:00,0,Monday,1,2,27.489795918367342,30.998599999999996,57.99999999999999,0.2239,12,31,43,Evening
13029,2012-07-02,fall,2012,July,01:00:00,0,Monday,1,2,27.489795918367342,30.998599999999996,57.99999999999999,0.194,3,14,17,Evening
13030,2012-07-02,fall,2012,July,02:00:00,0,Monday,1,2,26.53061224489796,28.002199999999995,51.0,0.2537,1,14,15,Evening
13031,2012-07-02,fall,2012,July,03:00:00,0,Monday,1,2,25.57142857142857,28.002199999999995,54.0,0.4179,0,5,5,Morning
13032,2012-07-02,fall,2012,July,04:00:00,0,Monday,1,2,25.57142857142857,28.002199999999995,54.0,0.2985,2,10,12,Morning
13033,2012-07-02,fall,2012,July,05:00:00,0,Monday,1,2,25.57142857142857,28.002199999999995,51.0,0.0,3,37,40,Morning
13034,2012-07-02,fall,2012,July,06:00:00,0,Monday,1,1,24.612244897959187,26.998999999999995,57.99999999999999,0.1045,4,132,136,Morning
13035,2012-07-02,fall,2012,July,07:00:00,0,Monday,1,1,26.53061224489796,28.002199999999995,51.0,0.1045,8,390,398,Morning
13036,2012-07-02,fall,2012,July,08:00:00,0,Monday,1,1,27.489795918367342,30.001999999999995,52.0,0.194,20,548,568,Morning
13037,2012-07-02,fall,2012,July,09:00:00,0,Monday,1,1,28.448979591836732,30.001999999999995,46.0,0.2537,56,239,295,Morning
13038,2012-07-02,fall,2012,July,10:00:00,0,Monday,1,1,29.408163265306122,32.001799999999996,43.0,0.2537,70,104,174,Morning
13039,2012-07-02,fall,2012,July,11:00:00,0,Monday,1,1,31.326530612244895,32.001799999999996,28.000000000000004,0.2985,67,134,201,Day
13040,2012-07-02,fall,2012,July,12:00:00,0,Monday,1,1,31.326530612244895,32.001799999999996,32.0,0.194,74,183,257,Day
13041,2012-07-02,fall,2012,July,13:00:00,0,Monday,1,1,32.285714285714285,34.0016,34.0,0.2239,74,162,236,Day
13042,2012-07-02,fall,2012,July,14:00:00,0,Monday,1,1,32.285714285714285,34.0016,34.0,0.2239,79,151,230,Day
13043,2012-07-02,fall,2012,July,15:00:00,0,Monday,1,1,31.326530612244895,32.9984,36.0,0.194,59,175,234,Day
13044,2012-07-02,fall,2012,July,16:00:00,0,Monday,1,1,31.326530612244895,32.9984,36.0,0.2836,61,304,365,Afternoon
13045,2012-07-02,fall,2012,July,17:00:00,0,Monday,1,1,31.326530612244895,32.001799999999996,32.0,0.1343,82,665,747,Afternoon
13046,2012-07-02,fall,2012,July,18:00:00,0,Monday,1,1,31.326530612244895,32.001799999999996,32.0,0.1642,72,658,730,Afternoon
